display_taxon	CGV001	CGV002	CGV003	CGV004	CGV005	CGV006	CGV007	CGV008	CGV009	CGV010	CGV011	CGV012	CGV013	CGV014	CGV015	CGV016	CGV017	CGV018	CGV019	CGV020	CGV021	CGV022	CGV023	CGV024	CGV025	CGV026	CGV027	CGV028	CGV029	CGV030	CGV031	CGV032	CGV033	CGV034	CGV035	CGV037	CGV038	CGV040	CGV043	CGV045	CGV046	CGV047	CGV062	CGV066	CGV069	CGV081	CGV083	CGV088	CGV089	CGV095	CGV097	CGV102	CGV105	CGV50	CGV60
Lactobacillus iners	1.5127272727272727	0.2645858558679761	10.198300283286118	88.81134881592494	72.86015515176759	8.143939393939394	5.682317682317682	0.4537548211449746	97.44478353075053	26.333333333333332	53.073747449922095	11.396053196952389	4.964327547652007	0.6915565766800689	8.808093477686823	42.68950437317785	9.055229009783854	44.021177281413486	3.891316553963333	0.5745844757244618	90.91609109576255	76.22903668303907	2.923165247344752	9.180995475113123	80.91577331552871	0.1115912128407749	0.15278109333969922	11.983442429764015	18.62864189350855	1.1455854776949623	31.37916445177318	0.17761488581900198	22.32203501237922	99.4373455329442	21.18487963852197	0.15552933605062746	0.4300576843840132	36.12107254482645	96.20046620046621	94.41544885177453	3.6329885971890747	8.605356837915588	25.86614265328561	0.5808279178271323	0.7644935230409854	64.54018227009114	87.35640540933547	0.13600033477005483	0.8807294767032849	10.271454275209262	8.31188066438622	98.16113991895071	0.46587426708943724	13.846153846153847	12.607112253641816
Lactobacillus crispatus	92.70787878787878	97.68151038163147	8.498583569405099	0.05720169317011784	0.04685791638465143	18.181818181818183	0.10589410589410589	98.44967102775468	0.10862256245797342	3.6666666666666665	0.06425393153743594	0.06288055837935841	58.10456820359919	95.93796668581275	0.03465804066543438	48.32604470359572	0.18215620363936827	4.7962156574042165	0.17943021751336571	98.61994778889924	0.056001493373156616	12.206292313819196	0.13156635728638408	0.0248868778280543	0.04867151717854959	0.10380577938676737	0.095488183337312	0.2653964607203335	36.78243424806287	0.10400088243172972	0.08461797155534341	93.78629828023682	1.1042702832979119	0.0578429825945207	0.9178645087142026	95.17590904215382	6.0156571899464355	0.032900148050666225	0.1864801864801865	0.46102992345163535	0.8485812781755503	0.12085068372587912	0.05614429082742648	0.02380442286176772	0.042471862391165856	2.1541010770505387	0.0	0.05440013390802193	0.14070025434276748	0.09778612219353829	0.05642345805268541	0.1459758595145758	0.024799390643544184	0.0	0.5784061696658097
Gardnerella vaginalis	0.49939393939393945	0.1838647472980851	12.181303116147308	0.36895092094726006	3.4883115530796065	12.5	54.15184815184815	0.18906450881040612	0.7551854342316247	20.333333333333332	18.172618187075322	61.964598245632416	12.330955169843467	0.5445146467547387	63.643715341959336	0.4518950437317784	55.95200090139152	37.55834716957489	58.08290408417353	0.14561387398496636	8.3698898637297	0.5132970485419709	70.70974069467036	58.217194570135746	0.13977461343583472	68.99321369717259	28.83424842842365	33.53799229558035	16.66022490935527	63.74781361781251	34.120569761008475	0.2368198477586693	49.091825332486145	0.08413524741021192	0.2849630807500354	0.15552933605062746	84.97115780799341	38.68892910018095	0.5594405594405595	0.5480167014613779	4.322460885706709	19.882564661683766	49.46078087351159	54.9905972529696	14.25461881503504	8.616404308202155	6.278173622218991	80.73607565803239	76.24600898317009	25.741218806227018	31.110484183799414	0.5904396705738812	75.22718013214532	21.153846153846153	52.00299914310197
Fannyhessea vaginae	0.11636363636363636	0.04484506031660612	1.41643059490085	0.05434160851161195	0.33971989378872286	1.893939393939394	18.085914085914087	0.07562580352416244	0.09827755650959501	2.666666666666667	5.276854127511927	6.9315335520179415	1.8443190288574167	0.09649626651349799	1.1338130446263532	0.03401360544217687	12.426057726615463	0.022973382203982748	17.22652149500769	0.014430203728239908	0.06533507560201605	0.013274923669188903	10.618601090804708	8.875565610859729	0.02745572763918182	5.706722721787536	0.044561152224078936	7.651934522335885	0.4914140577549556	18.494823592442604	4.892654509161522	0.022554271215111363	2.4407878880830833	0.013146132407845611	0.03148763323204812	0.026815402767349564	0.17768850432632882	10.28787629544333	0.06993006993006994	0.2435629784272791	0.503845133916733	4.609402708631629	5.693966828081503	2.301887690732938	24.208961562964536	1.0770505385252693	0.04725897920604915	6.11792275180985	15.753016938146002	5.706798091214895	4.2740769474909195	0.045753627609046145	11.783253325775425	2.6923076923076925	16.55955441302485
Lactobacillus jensenii	3.272727272727273	0.16144221713978205	0.0	8.420089234641345	0.015619305461550477	0.0	0.0	0.0	0.0	2.3333333333333335	5.594911088622235	0.014672130288516962	0.7560430199126823	1.4910970706490523	0.0	2.142857142857143	0.35116711423259656	9.485918360953605	0.0	0.19415183197995514	0.0	8.378689322536395	0.0	0.0	14.988331315753348	0.012975722423345921	0.014323227500596801	2.7648765609372057	16.76421327738207	0.015757709459352988	0.0	3.555117000281929	0.017528099734887493	0.0	0.5431616732528299	1.7537273409846617	2.392356819118253	0.0	0.0	0.0	0.31821797931583135	2.8951620318678	0.0	0.0	0.0	1.9055509527754766	5.306335126751006	0.0	0.024351967097786677	0.0	0.03879112741122122	0.019608697546734062	0.0	0.0	0.3213367609254499
Lactobacillus gasseri	0.03878787878787879	0.01345351809498184	3.39943342776204	0.0	0.019524131826938095	0.5681818181818182	0.33966033966033965	0.0	0.08276004758702736	0.0	0.009638089730615392	0.014672130288516962	0.04259397295282717	0.03446295232624928	0.0	0.026724975704567538	0.02065688907250568	0.007309712519449056	0.012206137245807193	0.00918285691797085	0.0	0.0663746183459445	0.01913692469620132	0.0	0.01372786381959091	0.012975722423345921	69.71751412429379	0.031689129638248784	1.8754716286602986	0.014181938513417688	0.031460527885961015	0.016915703411333523	4.011743826822375	0.007887679444707368	0.0	0.0	3.5048413679439636	0.0	0.0	0.0	82.81622911694511	0.1760216480355196	0.0	0.0	0.0	0.579950289975145	0.0036353060927730115	0.046030882537557015	0.02029330591482223	0.0	0.0	0.03050241840603076	0.0	0.0	0.13924592973436162
Candidatus Lachnocurva vaginae	0.009696969696969697	0.04484506031660612	0.0	0.0686420318041414	0.027333784557713334	0.0	0.0	0.0	0.10862256245797342	5.333333333333334	11.173758694360112	0.01362412098219432	5.200724097540197	0.0	0.008251914444151043	0.0	0.0	0.010442446456355794	0.0036618411737421577	0.0	0.039667724472652606	0.017699898225585202	0.010764520141613243	0.009049773755656108	0.00374396285988843	0.0	0.0031829394445770666	0.009902853011952744	0.011963263578304162	0.004727312837805897	0.010848457891710694	0.03383140682266705	0.019719112201748427	0.0	0.017318198277626463	0.026815402767349564	0.0	1.4015463069583813	0.0	0.0	0.5833996287456908	0.0052543775532990925	0.037429527218284325	38.23704444285748	7.427266935655129	0.33140016570008285	0.0	0.025107754111394737	0.00947020942691704	30.25111476179301	14.60309623726064	0.0	0.033656315873381394	6.923076923076923	0.0
Bacillus (genus)	0.0	0.0	0.0	0.02860084658505892	0.013016087884625398	0.0	0.0	0.0	0.0517250297418921	3.6666666666666665	0.04337140378776926	0.0	0.0	0.02527283170591614	0.0049511486664906255	0.0	0.0	0.0	0.0	0.0	0.023333955572148592	0.015487410947387053	0.0	0.006787330316742082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016915703411333523	0.0	0.0	72.19641985610151	0.010726161106939826	0.0	0.0	0.0	0.0	0.3977724741447892	0.0	0.0	0.019043538289414175	2.654491399447866	0.4971002485501243	0.0	0.01046156421308114	0.02164619297581038	0.011734334663224596	0.0	0.0	0.015942465413706978	0.0	0.0
Berryella sp001552935	0.0	0.02690703618996368	0.0	0.01430042329252946	0.0	0.0	0.0	0.0	0.04655252676770289	1.3333333333333335	2.1605384479462835	0.5292446996929333	0.6431689915876904	0.02527283170591614	2.9871930287826776	0.012147716229348881	4.692869617471972	0.0062654678738134776	1.3097185264751117	0.0	0.030334142243793168	0.008849949112792601	2.461486939048895	1.5135746606334841	0.006239938099814051	0.9238714365422295	0.007957348611442667	1.7894455392598607	0.010122761489334291	3.009722506736421	3.472591371136593	0.008457851705666762	0.2169102342192327	0.0	0.012595053292819246	0.00804462083020487	0.03862793572311496	1.1745352854087843	0.03496503496503497	0.0	0.15910898965791567	0.0	2.8773949049056076	0.4975124378109453	0.28933956253981735	0.0	0.0	1.598527011758798	0.017587531792845935	6.700305092701243	7.352681877490566	0.004357488343718681	0.6447841567321488	0.0	7.2193658954584405
Amygdalobacter nucleatus	0.02909090909090909	0.0	0.0	0.011440338634023568	0.011714479096162857	0.0	0.005994005994005994	0.0	0.02586251487094605	0.0	0.42246959985864135	4.348190611932634	0.15120860398253647	0.011487650775416428	2.0382228677053074	0.0	2.2647462019492592	0.008353957165084636	4.836071576788809	0.0	0.007000186671644577	0.0	2.026121902210315	0.08144796380090498	0.006239938099814051	3.737008057923625	0.011140288056019734	0.010893138313148018	0.011963263578304162	0.8934621263453145	3.5854153332103844	0.0	0.013146074801165619	0.003943839722353684	0.004723144984807217	0.013407701383674782	0.03605274000824062	0.17601579207106433	0.0	0.043493389004871263	0.07955449482895784	0.01313594388324773	1.5346106159496573	0.0071413268585303145	0.950307921002336	0.0	0.0	2.468929154287149	3.187401915688078	1.4628803880153327	1.3118453997249357	0.026144930062312083	1.1106584238215862	2.6923076923076925	0.08568980291345331
